filename,file_size_mb,file_type,user_priority,user_intent,keyword_boost,has_date_pattern,rule_score,rule_tier,label_tier,file_size_mb,file_type_code,priority_cost,priority_performance,priority_balanced,intent_archival,intent_infrequent,intent_frequent,rule_score,rule_tier_numeric
product-photo_2026-05-24_r0.mp4,1.0,media,performance,frequent,5,True,-7.0,hot,hot,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.0,0.0
training-video_r0.mp4,1.0,media,performance,frequent,8,False,-7.0,hot,hot,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.0,0.0
training-video_2026-05-24_r0.mp4,1.0,media,performance,frequent,8,True,-4.0,hot,hot,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.0,0.0
training-video_r0.mp4,1.0,media,balanced,archival,0,False,10.0,warm,warm,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0
training-video_2026-05-24_r0.mp4,1.0,media,balanced,archival,0,True,13.0,cold,warm,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,2.0
thumbnail_r0.mp4,1.0,media,balanced,archival,3,False,13.0,cold,warm,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,2.0
thumbnail_2026-05-24_r0.mp4,1.0,media,balanced,archival,3,True,16.0,cold,warm,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,2.0
product-photo_r0.mp4,1.0,media,balanced,archival,5,False,15.0,cold,warm,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0
product-photo_2026-05-24_r0.mp4,1.0,media,balanced,archival,5,True,18.0,cold,warm,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0
training-video_r0.mp4,1.0,media,balanced,archival,8,False,18.0,cold,warm,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0
training-video_2026-05-24_r0.mp4,1.0,media,balanced,archival,8,True,21.0,cold,warm,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,2.0
training-video_r0.mp4,1.0,media,balanced,infrequent,0,False,5.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
training-video_2026-05-24_r0.mp4,1.0,media,balanced,infrequent,0,True,8.0,warm,hot,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0
thumbnail_r0.mp4,1.0,media,balanced,infrequent,3,False,8.0,warm,hot,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0
thumbnail_2026-05-24_r0.mp4,1.0,media,balanced,infrequent,3,True,11.0,warm,hot,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0
product-photo_r0.mp4,1.0,media,balanced,infrequent,5,False,10.0,warm,hot,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0
product-photo_2026-05-24_r0.mp4,1.0,media,balanced,infrequent,5,True,13.0,cold,hot,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0
training-video_r0.mp4,1.0,media,balanced,infrequent,8,False,13.0,cold,hot,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0
training-video_2026-05-24_r0.mp4,1.0,media,balanced,infrequent,8,True,16.0,cold,hot,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,2.0
training-video_r0.mp4,1.0,media,balanced,frequent,0,False,-10.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-10.0,0.0
training-video_2026-05-24_r0.mp4,1.0,media,balanced,frequent,0,True,-7.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0,0.0
thumbnail_r0.mp4,1.0,media,balanced,frequent,3,False,-7.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0,0.0
thumbnail_2026-05-24_r0.mp4,1.0,media,balanced,frequent,3,True,-4.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-4.0,0.0
product-photo_r0.mp4,1.0,media,balanced,frequent,5,False,-5.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-5.0,0.0
product-photo_2026-05-24_r0.mp4,1.0,media,balanced,frequent,5,True,-2.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0
training-video_r0.mp4,1.0,media,balanced,frequent,8,False,-2.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0
training-video_2026-05-24_r0.mp4,1.0,media,balanced,frequent,8,True,1.0,hot,hot,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
training-video_r0.mp4,5.0,media,cost,archival,0,False,15.0,cold,warm,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0
training-video_2026-05-24_r0.mp4,5.0,media,cost,archival,0,True,18.0,cold,cold,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,2.0
thumbnail_r0.mp4,5.0,media,cost,archival,3,False,18.0,cold,cold,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,2.0
thumbnail_2026-05-24_r0.mp4,5.0,media,cost,archival,3,True,21.0,cold,cold,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,2.0
product-photo_r0.mp4,5.0,media,cost,archival,5,False,20.0,cold,cold,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,2.0
product-photo_2026-05-24_r0.mp4,5.0,media,cost,archival,5,True,23.0,cold,cold,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0
training-video_r0.mp4,5.0,media,cost,archival,8,False,23.0,cold,cold,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0
training-video_2026-05-24_r0.mp4,5.0,media,cost,archival,8,True,26.0,cold,cold,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0
training-video_r0.mp4,5.0,media,cost,infrequent,0,False,10.0,warm,hot,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0
training-video_2026-05-24_r0.mp4,5.0,media,cost,infrequent,0,True,13.0,cold,hot,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0
thumbnail_r0.mp4,5.0,media,cost,infrequent,3,False,13.0,cold,hot,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0
thumbnail_2026-05-24_r0.mp4,5.0,media,cost,infrequent,3,True,16.0,cold,hot,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,2.0
product-photo_r0.mp4,5.0,media,cost,infrequent,5,False,15.0,cold,hot,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,2.0
product-photo_2026-05-24_r0.mp4,5.0,media,cost,infrequent,5,True,18.0,cold,hot,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0
training-video_r0.mp4,5.0,media,cost,infrequent,8,False,18.0,cold,hot,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0
training-video_2026-05-24_r0.mp4,5.0,media,cost,infrequent,8,True,21.0,cold,hot,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0
training-video_r0.mp4,5.0,media,cost,frequent,0,False,-5.0,hot,hot,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,cost,frequent,0,True,-2.0,hot,hot,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
thumbnail_r0.mp4,5.0,media,cost,frequent,3,False,-2.0,hot,hot,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
thumbnail_2026-05-24_r0.mp4,5.0,media,cost,frequent,3,True,1.0,hot,hot,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
product-photo_r0.mp4,5.0,media,cost,frequent,5,False,0.0,hot,hot,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
product-photo_2026-05-24_r0.mp4,5.0,media,cost,frequent,5,True,3.0,hot,hot,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
training-video_r0.mp4,5.0,media,cost,frequent,8,False,3.0,hot,hot,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,cost,frequent,8,True,6.0,warm,hot,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0
training-video_r0.mp4,5.0,media,performance,archival,0,False,5.0,hot,hot,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,performance,archival,0,True,8.0,warm,hot,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0
thumbnail_r0.mp4,5.0,media,performance,archival,3,False,8.0,warm,hot,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0
thumbnail_2026-05-24_r0.mp4,5.0,media,performance,archival,3,True,11.0,warm,hot,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0
product-photo_r0.mp4,5.0,media,performance,archival,5,False,10.0,warm,hot,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0
product-photo_2026-05-24_r0.mp4,5.0,media,performance,archival,5,True,13.0,cold,hot,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0
training-video_r0.mp4,5.0,media,performance,archival,8,False,13.0,cold,hot,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0
training-video_2026-05-24_r0.mp4,5.0,media,performance,archival,8,True,16.0,cold,hot,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,2.0
training-video_r0.mp4,5.0,media,performance,infrequent,0,False,0.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,performance,infrequent,0,True,3.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
thumbnail_r0.mp4,5.0,media,performance,infrequent,3,False,3.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
thumbnail_2026-05-24_r0.mp4,5.0,media,performance,infrequent,3,True,6.0,warm,hot,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0
product-photo_r0.mp4,5.0,media,performance,infrequent,5,False,5.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0
product-photo_2026-05-24_r0.mp4,5.0,media,performance,infrequent,5,True,8.0,warm,hot,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0
training-video_r0.mp4,5.0,media,performance,infrequent,8,False,8.0,warm,hot,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0
training-video_2026-05-24_r0.mp4,5.0,media,performance,infrequent,8,True,11.0,warm,hot,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0
training-video_r0.mp4,5.0,media,performance,frequent,0,False,-15.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-15.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,performance,frequent,0,True,-12.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-12.0,0.0
thumbnail_r0.mp4,5.0,media,performance,frequent,3,False,-12.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-12.0,0.0
thumbnail_2026-05-24_r0.mp4,5.0,media,performance,frequent,3,True,-9.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-9.0,0.0
product-photo_r0.mp4,5.0,media,performance,frequent,5,False,-10.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-10.0,0.0
product-photo_2026-05-24_r0.mp4,5.0,media,performance,frequent,5,True,-7.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.0,0.0
training-video_r0.mp4,5.0,media,performance,frequent,8,False,-7.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,performance,frequent,8,True,-4.0,hot,hot,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.0,0.0
training-video_r0.mp4,5.0,media,balanced,archival,0,False,10.0,warm,warm,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0
training-video_2026-05-24_r0.mp4,5.0,media,balanced,archival,0,True,13.0,cold,warm,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,2.0
thumbnail_r0.mp4,5.0,media,balanced,archival,3,False,13.0,cold,warm,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,2.0
thumbnail_2026-05-24_r0.mp4,5.0,media,balanced,archival,3,True,16.0,cold,warm,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,2.0
product-photo_r0.mp4,5.0,media,balanced,archival,5,False,15.0,cold,warm,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0
product-photo_2026-05-24_r0.mp4,5.0,media,balanced,archival,5,True,18.0,cold,warm,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0
training-video_r0.mp4,5.0,media,balanced,archival,8,False,18.0,cold,warm,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0
training-video_2026-05-24_r0.mp4,5.0,media,balanced,archival,8,True,21.0,cold,warm,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,2.0
training-video_r0.mp4,5.0,media,balanced,infrequent,0,False,5.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,balanced,infrequent,0,True,8.0,warm,hot,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0
thumbnail_r0.mp4,5.0,media,balanced,infrequent,3,False,8.0,warm,hot,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0
thumbnail_2026-05-24_r0.mp4,5.0,media,balanced,infrequent,3,True,11.0,warm,hot,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0
product-photo_r0.mp4,5.0,media,balanced,infrequent,5,False,10.0,warm,hot,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0
product-photo_2026-05-24_r0.mp4,5.0,media,balanced,infrequent,5,True,13.0,cold,hot,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0
training-video_r0.mp4,5.0,media,balanced,infrequent,8,False,13.0,cold,hot,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0
training-video_2026-05-24_r0.mp4,5.0,media,balanced,infrequent,8,True,16.0,cold,hot,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,2.0
training-video_r0.mp4,5.0,media,balanced,frequent,0,False,-10.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-10.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,balanced,frequent,0,True,-7.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0,0.0
thumbnail_r0.mp4,5.0,media,balanced,frequent,3,False,-7.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0,0.0
thumbnail_2026-05-24_r0.mp4,5.0,media,balanced,frequent,3,True,-4.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-4.0,0.0
product-photo_r0.mp4,5.0,media,balanced,frequent,5,False,-5.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-5.0,0.0
product-photo_2026-05-24_r0.mp4,5.0,media,balanced,frequent,5,True,-2.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0
training-video_r0.mp4,5.0,media,balanced,frequent,8,False,-2.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0
training-video_2026-05-24_r0.mp4,5.0,media,balanced,frequent,8,True,1.0,hot,hot,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
training-video_r0.mp4,10.0,media,cost,archival,0,False,15.0,cold,warm,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0
training-video_2026-05-24_r0.mp4,10.0,media,cost,archival,0,True,18.0,cold,cold,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,2.0
thumbnail_r0.mp4,10.0,media,cost,archival,3,False,18.0,cold,cold,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,2.0
thumbnail_2026-05-24_r0.mp4,10.0,media,cost,archival,3,True,21.0,cold,cold,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,2.0
product-photo_r0.mp4,10.0,media,cost,archival,5,False,20.0,cold,cold,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,2.0
product-photo_2026-05-24_r0.mp4,10.0,media,cost,archival,5,True,23.0,cold,cold,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0
training-video_r0.mp4,10.0,media,cost,archival,8,False,23.0,cold,cold,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0
training-video_2026-05-24_r0.mp4,10.0,media,cost,archival,8,True,26.0,cold,cold,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0
training-video_r0.mp4,10.0,media,cost,infrequent,0,False,10.0,warm,hot,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0
training-video_2026-05-24_r0.mp4,10.0,media,cost,infrequent,0,True,13.0,cold,hot,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0
thumbnail_r0.mp4,10.0,media,cost,infrequent,3,False,13.0,cold,hot,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0
thumbnail_2026-05-24_r0.mp4,10.0,media,cost,infrequent,3,True,16.0,cold,hot,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,2.0
product-photo_r0.mp4,10.0,media,cost,infrequent,5,False,15.0,cold,hot,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,2.0
product-photo_2026-05-24_r0.mp4,10.0,media,cost,infrequent,5,True,18.0,cold,hot,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0
training-video_r0.mp4,10.0,media,cost,infrequent,8,False,18.0,cold,hot,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0
training-video_2026-05-24_r0.mp4,10.0,media,cost,infrequent,8,True,21.0,cold,hot,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0
training-video_r0.mp4,10.0,media,cost,frequent,0,False,-5.0,hot,hot,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0
training-video_2026-05-24_r0.mp4,10.0,media,cost,frequent,0,True,-2.0,hot,hot,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
thumbnail_r0.mp4,10.0,media,cost,frequent,3,False,-2.0,hot,hot,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
thumbnail_2026-05-24_r0.mp4,10.0,media,cost,frequent,3,True,1.0,hot,hot,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
product-photo_r0.mp4,10.0,media,cost,frequent,5,False,0.0,hot,hot,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
product-photo_2026-05-24_r0.mp4,10.0,media,cost,frequent,5,True,3.0,hot,hot,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
training-video_r0.mp4,10.0,media,cost,frequent,8,False,3.0,hot,hot,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
training-video_2026-05-24_r0.mp4,10.0,media,cost,frequent,8,True,6.0,warm,hot,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0
training-video_r0.mp4,10.0,media,performance,archival,0,False,5.0,hot,hot,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0
training-video_2026-05-24_r0.mp4,10.0,media,performance,archival,0,True,8.0,warm,hot,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0
thumbnail_r0.mp4,10.0,media,performance,archival,3,False,8.0,warm,hot,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0
thumbnail_2026-05-24_r0.mp4,10.0,media,performance,archival,3,True,11.0,warm,hot,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0
product-photo_r0.mp4,10.0,media,performance,archival,5,False,10.0,warm,hot,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0
product-photo_2026-05-24_r0.mp4,10.0,media,performance,archival,5,True,13.0,cold,hot,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0
training-video_r0.mp4,10.0,media,performance,archival,8,False,13.0,cold,hot,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0
training-video_2026-05-24_r0.mp4,10.0,media,performance,archival,8,True,16.0,cold,hot,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,2.0
training-video_r0.mp4,10.0,media,performance,infrequent,0,False,0.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
training-video_2026-05-24_r0.mp4,10.0,media,performance,infrequent,0,True,3.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
thumbnail_r0.mp4,10.0,media,performance,infrequent,3,False,3.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
thumbnail_2026-05-24_r0.mp4,10.0,media,performance,infrequent,3,True,6.0,warm,hot,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0
product-photo_r0.mp4,10.0,media,performance,infrequent,5,False,5.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0
product-photo_2026-05-24_r0.mp4,10.0,media,performance,infrequent,5,True,8.0,warm,hot,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0
training-video_r0.mp4,10.0,media,performance,infrequent,8,False,8.0,warm,hot,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0
training-video_2026-05-24_r0.mp4,10.0,media,performance,infrequent,8,True,11.0,warm,hot,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0
training-video_r0.mp4,10.0,media,performance,frequent,0,False,-15.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-15.0,0.0
training-video_2026-05-24_r0.mp4,10.0,media,performance,frequent,0,True,-12.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-12.0,0.0
thumbnail_r0.mp4,10.0,media,performance,frequent,3,False,-12.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-12.0,0.0
thumbnail_2026-05-24_r0.mp4,10.0,media,performance,frequent,3,True,-9.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-9.0,0.0
product-photo_r0.mp4,10.0,media,performance,frequent,5,False,-10.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-10.0,0.0
product-photo_2026-05-24_r0.mp4,10.0,media,performance,frequent,5,True,-7.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.0,0.0
training-video_r0.mp4,10.0,media,performance,frequent,8,False,-7.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.0,0.0
training-video_2026-05-24_r0.mp4,10.0,media,performance,frequent,8,True,-4.0,hot,hot,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.0,0.0
training-video_r0.mp4,10.0,media,balanced,archival,0,False,10.0,warm,warm,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0
training-video_2026-05-24_r0.mp4,10.0,media,balanced,archival,0,True,13.0,cold,warm,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,2.0
thumbnail_r0.mp4,10.0,media,balanced,archival,3,False,13.0,cold,warm,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,2.0
thumbnail_2026-05-24_r0.mp4,10.0,media,balanced,archival,3,True,16.0,cold,warm,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,2.0
product-photo_r0.mp4,10.0,media,balanced,archival,5,False,15.0,cold,warm,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0
product-photo_2026-05-24_r0.mp4,10.0,media,balanced,archival,5,True,18.0,cold,warm,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0
training-video_r0.mp4,10.0,media,balanced,archival,8,False,18.0,cold,warm,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0
training-video_2026-05-24_r0.mp4,10.0,media,balanced,archival,8,True,21.0,cold,warm,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,2.0
training-video_r0.mp4,10.0,media,balanced,infrequent,0,False,5.0,hot,hot,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
training-video_2026-05-24_r0.mp4,10.0,media,balanced,infrequent,0,True,8.0,warm,hot,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0
thumbnail_r0.mp4,10.0,media,balanced,infrequent,3,False,8.0,warm,hot,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0
thumbnail_2026-05-24_r0.mp4,10.0,media,balanced,infrequent,3,True,11.0,warm,hot,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0
product-photo_r0.mp4,10.0,media,balanced,infrequent,5,False,10.0,warm,hot,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0
product-photo_2026-05-24_r0.mp4,10.0,media,balanced,infrequent,5,True,13.0,cold,hot,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0
training-video_r0.mp4,10.0,media,balanced,infrequent,8,False,13.0,cold,hot,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0
training-video_2026-05-24_r0.mp4,10.0,media,balanced,infrequent,8,True,16.0,cold,hot,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,2.0
training-video_r0.mp4,10.0,media,balanced,frequent,0,False,-10.0,hot,hot,10.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-10.0,0.0
training-video_2026-05-24_r0.mp4,10.0,media,balanced,frequent,0,True,-7.0,hot,hot,10.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0,0.0
thumbnail_r0.mp4,10.0,media,balanced,frequent,3,False,-7.0,hot,hot,10.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0,0.0
